utterance,topic_id,topic_label,is_new_topic
I want to know if you have a newsletter i could subscribe to,28,Newsletter Subscriptions & Updates,False
"the show was postponed, elp me request a refund",10,Event Cancellation and Refunds,False
"i havent got an online account, can u open one?",2,Account Creation Problems,False
can you tell me if i can see a bill?,6,Missing or Lost Bills,False
can u ask an agent if i can notify a problem paying?,7,Payment & Account Issues,False
"i cant understand you, how can i contact a human?",-1,Outlier/Noise,False
"I got an error when I attempted to make a payment, but my card was charged anyway, notify it",52,Payment Error & Accidental Charge,True
where do I see your money back guarantee?,37,Refund Requests & Policies,False
"the game was cancelled, help me obtain a refund",10,Event Cancellation and Refunds,False
I wanna know something about seeing a bill,6,Missing or Lost Bills,False
"I'm happy with the service, what can I do to submit an opinion?",11,Customer Reviews and Feedback,False
"my online account was hacked, how do I get it back?",33,Email & Contact Information,False
"I want to know the status of my refund , what can I do to track it ?",39,Refund Policy Information,False
how to track my refund,39,Refund Policy Information,False
"could you ask an agent where I can notify an issue with my payment, please?",7,Payment & Account Issues,False
tell me where to modify my fucking order,5,Order Modifications & Changes,False
I want to see the status of my purchase,0,Package Tracking & Delivery Status,False
what information do you have about getting some invoices?,3,Missing Invoices & Download Issues,False
"i dont want my account, what can i do to remove it?",8,Account Deletion & Cancellation,False
"can you show me your money back policy, please?",37,Refund Requests & Policies,False
i want to inform of a problem making a payment,1,Payment Problems & Reporting,False
"I made a mistake, what do I have to do to modify my purchase?",50,Order Modification and Cancellation,True
"I have a problem paying for my online order, I need help informing of it",46,Online Payment Issues,True
ask an agent where i can report issues with my payment,7,Payment & Account Issues,False
"I'm discontent with the service, what should I do to submit a complaint?",18,Consumer Complaints and Dissatisfaction,False
"I don't want my user account, I need help closing it",8,Account Deletion & Cancellation,False
"I want a user account, I need help creating one",2,Account Creation Problems,False
tell me if you have a newsletter to keep me up-to-date,28,Newsletter Subscriptions & Updates,False
how to make a purchase,-1,Outlier/Noise,False
help me view the status off my order,-1,Outlier/Noise,False
how to report prbolems with my payment,1,Payment Problems & Reporting,False
can you tell me what the email address of Cutomer Support is?,14,Customer Support Contact Info,False
"I want to change my order, can you give me some information?",5,Order Modifications & Changes,False
"ask an agent how to viwe the status of my order , please",29,Customer Service Contact Information,False
"could u ask an agent where to inform of problems with my payment, please?",7,Payment & Account Issues,False
"the show was postponed, how can I request a reimbursement?",10,Event Cancellation and Refunds,False
"I get an error message when I try to pay for my online order, what do I have to do?",36,Order Placement Errors,False
"the show was cancelled, can i request a refund?",10,Event Cancellation and Refunds,False
"i got an error when i attempted to oay, but my card was charged anyway, can u notify it?",22,Payment & Billing Errors,False
I'm having problems signing u,2,Account Creation Problems,False
"you aren't helping, how do I talk to someone?",9,Human Interaction Support,False
"you arent helping, what do i have to do to speak with a human?",9,Human Interaction Support,False
"i lost my invoices, i need help seeing them",3,Missing Invoices & Download Issues,False
I need help opening an online account,2,Account Creation Problems,False
"I got an error when I attempted to make a payment, but my card was charged anyway, what can I do to inform of it?",52,Payment Error & Accidental Charge,True
I lost my invoice and I want to see it,3,Missing Invoices & Download Issues,False
"i dont like the service, can i submit a consumer complaint?",18,Consumer Complaints and Dissatisfaction,False
"I don't want my online account, what can I do to remove it?",8,Account Deletion & Cancellation,False
"I purhased an iem, what do I have to do to change my order?",5,Order Modifications & Changes,False
"I want to use my other profile, what do I have to do to change them?",48,Profile Management & Editing,True
where to close my profile,31,Compromised Account Recovery,False
"I want to lodge a complaint for a service, what should I do?",27,Consumer Complaint Submission,False
"I'd like to remove my profile, how could I do it ?",31,Compromised Account Recovery,False
"i got an error when i attempted to oay, but my card was charged anyway, what do i have to do to inform of it?",22,Payment & Billing Errors,False
"I don't have a user account, what do I have to do?",2,Account Creation Problems,False
how to update the information on my profile,48,Profile Management & Editing,True
"I have a problem paying for my order, I need help reporting it",15,Online Payment Problems,False
my online account was hacked and I want tyo get it back,33,Email & Contact Information,False
I don't have a user account,2,Account Creation Problems,False
ask an agent where i can check the cancellation fee,-1,Outlier/Noise,False
"you're not helping, how can I speqk with a person?",9,Human Interaction Support,False
"i want to change my purchase, can you show me some information?",5,Order Modifications & Changes,False
"my shipping address has changed, can you help me?",32,Shipping Address Management,False
can I modify my order?,5,Order Modifications & Changes,False
"you aren't helping, how do I speak with a person?",9,Human Interaction Support,False
"i cant understand you, what can i do to speak with a person?",44,Requesting Human Agent Transfer,True
can you tell me how to modify my purchase?,5,Order Modifications & Changes,False
could you ask an agent if I could report fucking issues making a payment?,7,Payment & Account Issues,False
"I can't remember my account password, what can I do to retrieve it?",12,Password Recovery & Account Access,False
I want to know if I can check my shipments,0,Package Tracking & Delivery Status,False
"I got an error when I attempted to make a payment, but I was charged anyway, how do I notify it?",26,Failed Transaction Attempts & Charges,False
"please, can u ask an agent how i could notify fucking problems paying?",7,Payment & Account Issues,False
tell me where I can trackmy order,-1,Outlier/Noise,False
tell me if theres a newsletter I can receive,28,Newsletter Subscriptions & Updates,False
"I don't have a profile, what do I have to do to create one?",2,Account Creation Problems,False
can you tell me if i could have several accounts?,13,Account Creation & Management,False
"I want information, contact Client Service",20,Customer Support & Contact,False
i need information about the mail address to contact Customer Support,14,Customer Support Contact Info,False
help me cancel an order,50,Order Modification and Cancellation,True
"the game was cancelled, what do I have to do to request a reimbursement ?",10,Event Cancellation and Refunds,False
"i got an error when i tried to make a payment, but my card was charged anyway, what can i do to report it?",-1,Outlier/Noise,False
could you ask an agent if I could check their fucking money back policy?,37,Refund Requests & Policies,False
how to see some invoices,3,Missing Invoices & Download Issues,False
"I want to file a review for a service, can you help me?",11,Customer Reviews and Feedback,False
"I don't want my account, close it",8,Account Deletion & Cancellation,False
"an error message pops when I try to make a payment, what can I do?",34,Payment Error & Checkout Issues,False
i need information about the mail to contact Customer Support,14,Customer Support Contact Info,False
"please, can you show me the options for delivery?",30,Payment Processing & Billing Errors,False
"I got an error when I attempted to pay, but I was charged anyway, what can I do to inform of it?",41,Profile Deletion Request,False
"i wanna solve an issue with my payment, can u help me?",1,Payment Problems & Reporting,False
how do I see the cancellation fee?,19,Cancellation Fees and Penalties,False
I found an issue when trying to register,2,Account Creation Problems,False
"I changed my mind, what do I have to do to remove my profile?",31,Compromised Account Recovery,False
how can I speak with Customer Support ?,20,Customer Support & Contact,False
tell me how to get an invoice,3,Missing Invoices & Download Issues,False
"I changed my mind, what can I do to delete my profile?",31,Compromised Account Recovery,False
"I got an error when I tried to pay, but my card was charged anyway, I need help notifying it",22,Payment & Billing Errors,False
"I bought an item, help me change my order",5,Order Modifications & Changes,False
could you ask an agent if I could change to another user account ?,17,Account Profile & Agent Changes,False
"I want to view your payment methods, what do I have to do ?",47,Payment Methods,True
can u give me information about the mail of the Customer Support?,14,Customer Support Contact Info,False
"please, could u ask an agent how to report an issue paying?",7,Payment & Account Issues,False
"you aren't helping, I need help speaking with a human agent",24,Customer Support & Communication,False
"someone stole my account password, can i retrieve it?",12,Password Recovery & Account Access,False
i want to know when my tickets are gonna arrive,-1,Outlier/Noise,False
"please, do you mind asking an agent for information about requesting a fucking invoice?",35,Invoice Support Requests,False
"I have no user account, could I register?",2,Account Creation Problems,False
"I ordered a product, what should I do to change my order?",5,Order Modifications & Changes,False
"i wanna request a bill, tell me where to do it",6,Missing or Lost Bills,False
"the event was cancelled and I'd like to request a refund, please",10,Event Cancellation and Refunds,False
I want to know if I can have more than one online account,13,Account Creation & Management,False
is it possible to track my delivery?,43,Delivery Tracking,True
"I need information, what should I do to contact Customer Support?",20,Customer Support & Contact,False
"i want a refund, what do i have to do to request one?",39,Refund Policy Information,False
"I've got no user account, what should I do to open one?",2,Account Creation Problems,False
"I have a problem paying for my order, help me inform of it, please",15,Online Payment Problems,False
how do I close my profile?,31,Compromised Account Recovery,False
i ordered a product and i want to change my order,5,Order Modifications & Changes,False
could u ask an agent how I can modify my fucking purchase?,50,Order Modification and Cancellation,True
ask an agent how i cn speak with customer service,20,Customer Support & Contact,False
"i wanna get a bill, can you tell me how to do it?",6,Missing or Lost Bills,False
someone stole my password and i wanna recover it,12,Password Recovery & Account Access,False
"please , could u ask an agent where to report fucking issues making a payment?",7,Payment & Account Issues,False
"I have a question, could I send an email to Customer Service?",14,Customer Support Contact Info,False
"I get an error when I attempt to make a payment, what should I do?",34,Payment Error & Checkout Issues,False
how can I obtyain some bills?,6,Missing or Lost Bills,False
"I don't understand you , contact someone",44,Requesting Human Agent Transfer,True
"I don't want myuser account, how can I close it?",8,Account Deletion & Cancellation,False
"the show was cancelled, what do I have to do to get a reimbursement?",10,Event Cancellation and Refunds,False
"I need information, can I call Client Service?",20,Customer Support & Contact,False
"I don't want my online account, what should I do to delete it?",8,Account Deletion & Cancellation,False
i wanna close my account,8,Account Deletion & Cancellation,False
"I got an error when I tried to make a payment, but my card was charged anyway and I want to inform of it",52,Payment Error & Accidental Charge,True
i a happy with the service and i want to lodge an opinion,11,Customer Reviews and Feedback,False
can you give me information about your payment options?,47,Payment Methods,True
"I would like to obtain an invoice, can you tell me how I can do it?",3,Missing Invoices & Download Issues,False
can u ask an agent how i can solve payment problems?,7,Payment & Account Issues,False
"can u ask an agent where i could cancel my fucking account, please?",17,Account Profile & Agent Changes,False
"can you ask an agent if I could close my profile, please?",17,Account Profile & Agent Changes,False
"i wanna create a user account, can u help me ?",2,Account Creation Problems,False
"I want na account, how can I create one?",2,Account Creation Problems,False
"i wanna use my other account, what should i do to change them?",38,Account Switching and Preferences,False
"I can't understand you, how can I talk to someone?",44,Requesting Human Agent Transfer,True
can u ask an agent if i can make a payment with card?,7,Payment & Account Issues,False
what's the free phone no of Customer Service?,20,Customer Support & Contact,False
"i wanna check the delivery options, what should i do?",30,Payment Processing & Billing Errors,False
download a bill,21,Bill Downloading Help,False
"id like an online account, can u open one, please?",2,Account Creation Problems,False
i wanna see the mail of the Customer Servcie,14,Customer Support Contact Info,False
I need help notifying issues paying,1,Payment Problems & Reporting,False
"I can't remember my account password, can I recover it?",12,Password Recovery & Account Access,False
"someone stole my account password, I need help retrieving it",12,Password Recovery & Account Access,False
"please, can you tell me if i could register several fucking profiles with the same email address?",25,Multiple Account Management,False
can u ask an agent if i can track my package?,29,Customer Service Contact Information,False
ask an agent how i can report a payment issue,7,Payment & Account Issues,False
"the game was cancelled, get a fucking refund",10,Event Cancellation and Refunds,False
"please, can you ask an agent if I can view their fucking reimbursement policy?",4,Refund & Reimbursement Policy,False
"I nede a account, what should I do?",2,Account Creation Problems,False
show me the email address of Customer Support,14,Customer Support Contact Info,False
"I don't want my profile, what can I do to delete it?",31,Compromised Account Recovery,False
i wanna check your payment options,47,Payment Methods,True
"you aren't helping, can I speak with a human agent?",24,Customer Support & Communication,False
i wanna know if i can register two online accounts with a single email,13,Account Creation & Management,False
"ask an agent where to inform of payment issues, please",7,Payment & Account Issues,False
"I want to modify my purchase, tell me where I can do it",5,Order Modifications & Changes,False
"someone stole my account password, recover it",12,Password Recovery & Account Access,False
can u ask an agnt to show me the status of my order?,-1,Outlier/Noise,False
"I don't have an account, how can I register?",2,Account Creation Problems,False
help me report a problem with my payment,1,Payment Problems & Reporting,False
canyou track my order?,-1,Outlier/Noise,False
I can't understand you and I'd like to contact someone,44,Requesting Human Agent Transfer,True
"i need a refund, what should i do to request one?",39,Refund Policy Information,False
"I have a questgion, help me speak with Client Service",20,Customer Support & Contact,False
tell me how fast I can expect my ticket to arrive,-1,Outlier/Noise,False
"i want to remove my online account, how can i do it?",8,Account Deletion & Cancellation,False
I want to know if I can register several accounts with an single email,13,Account Creation & Management,False
you aren't helping and I want to speak with a human,9,Human Interaction Support,False
"ask an agent if I can solve a problem making a payment, please",7,Payment & Account Issues,False
ask an agent where to open a user account,17,Account Profile & Agent Changes,False
what information do you have about getting some bills?,6,Missing or Lost Bills,False
where do I inform of a problem making a payment?,1,Payment Problems & Reporting,False
"I have an issue when trying to pay with card, report it",45,Card Payment Issues,True
I want to inform of a problem paying,1,Payment Problems & Reporting,False
"i want to submit a review, what do i have to do?",11,Customer Reviews and Feedback,False
how can I see the ticket delivery options?,-1,Outlier/Noise,False
I don't want my profile and I want to close it,31,Compromised Account Recovery,False
"I don't have an shipping address, what can I do to set one up?",32,Shipping Address Management,False
I don't want my online account and I want to delete it,8,Account Deletion & Cancellation,False
can I track my package?,43,Delivery Tracking,True
i wanna view the status of my refund,39,Refund Policy Information,False
could you ask an agent where to set up my shipping address?,32,Shipping Address Management,False
"I got an error when I tried to pay, but my card was charged anyway, can you notify it?",22,Payment & Billing Errors,False
ask an agent if i could remove my fucking user account,17,Account Profile & Agent Changes,False
I want to remove my user account,8,Account Deletion & Cancellation,False
"you're not helping, how can I contact a human?",9,Human Interaction Support,False
how do I solve payment issues?,1,Payment Problems & Reporting,False
where can I file a consumer complaint for a service?,27,Consumer Complaint Submission,False
can u obtain a bill?,6,Missing or Lost Bills,False
tell me how to track my packages,43,Delivery Tracking,True
"I changed my mind, what should I do to remove my online account?",42,Account Cancellation,False
can u ask an agent if i could change my purchase?,50,Order Modification and Cancellation,True
how do I speak with Customer Support?,20,Customer Support & Contact,False
I have a problem opening an account,2,Account Creation Problems,False
"i have a question , help me contact client service, please",20,Customer Support & Contact,False
"i need information, can u send an email to customer support?",14,Customer Support Contact Info,False
can u ask an agent if you have a newsletter to keep me up-to-date?,28,Newsletter Subscriptions & Updates,False
"I want to modify my purchase, tell me where to do it",5,Order Modifications & Changes,False
what information can you tell me about requesting a bill?,6,Missing or Lost Bills,False
"I want an account, what should I do to open one?",2,Account Creation Problems,False
ask an agent what the mail address to contact customer support is,20,Customer Support & Contact,False
"the game was postponed, request a reimbursement",10,Event Cancellation and Refunds,False
"I purchased a product, can I change my purchase?",5,Order Modifications & Changes,False
ask an agent how to make changes to my shipping address,32,Shipping Address Management,False
"my online account was hacked, how can I recover it?",33,Email & Contact Information,False
"you're not helping, can you talk to a human agent?",24,Customer Support & Communication,False
"I don't want my profile, remove it",31,Compromised Account Recovery,False
show me the mail address of Client Service,20,Customer Support & Contact,False
i lost my password and i wanna recover it,12,Password Recovery & Account Access,False
where do I report problems with my payment?,1,Payment Problems & Reporting,False
"i want to check my bill, can u help me?",6,Missing or Lost Bills,False
i want to know if i could create two profiles with the same email address,25,Multiple Account Management,False
where do I leave an opinion for a service?,11,Customer Reviews and Feedback,False
"I want to lodge a complaint for an service, can you help me ?",27,Consumer Complaint Submission,False
"I've got no account, what should I do?",2,Account Creation Problems,False
"i dont understand you, what should i do to contact someone?",-1,Outlier/Noise,False
i want information about the ticket delivery options,-1,Outlier/Noise,False
how to call Customer Service,20,Customer Support & Contact,False
"you aren't helping, can I talk to someone?",9,Human Interaction Support,False
"my user account's been hacked, nad I need help recovering it",33,Email & Contact Information,False
"i wanna know the status of my refund, what should i do?",39,Refund Policy Information,False
"I want to make changes to my profile, how can I do it?",48,Profile Management & Editing,True
"I can't undersatnd you, how do I talk to a human agent?",24,Customer Support & Communication,False
"your not helping, I need help contacting a human agent",24,Customer Support & Communication,False
can you tell me if i can create more than one fucking user account with the same email?,13,Account Creation & Management,False
"id like to change my purchase, can you tell me where to do it, please?",5,Order Modifications & Changes,False
"the game was postponed, help me obtain a refund",10,Event Cancellation and Refunds,False
"please, ask an agent if i cluld inform of an issue paying",7,Payment & Account Issues,False
can I pay with card?,7,Payment & Account Issues,False
how do i request a refund?,39,Refund Policy Information,False
"I don't understand you, how do I talk to a human?",44,Requesting Human Agent Transfer,True
tell me how I can obtain some invoices,3,Missing Invoices & Download Issues,False
"I lost my invoices, can I chcek them?",3,Missing Invoices & Download Issues,False
"I get an error message when I try to pay, can you help me?",36,Order Placement Errors,False
"I need an account, how can I open one?",2,Account Creation Problems,False
ask an agent where to view my bill,21,Bill Downloading Help,False
"i have an issue paying for my online order, can u inform of it, please?",46,Online Payment Issues,True
"you aren't helping, can you contact someone?",9,Human Interaction Support,False
"I want to see a bill, tell me how I can do it",6,Missing or Lost Bills,False
"I have a problem paying for my order, what can I do to notify it?",15,Online Payment Problems,False
is there a free phone number to contact client service?,20,Customer Support & Contact,False
"I have a problem making a payment, what can I do to report it?",1,Payment Problems & Reporting,False
"I changed my mind, can I cancel my account?",42,Account Cancellation,False
"I got an error when I attempted to make a payment, but I was charged anyway, how can I report it?",26,Failed Transaction Attempts & Charges,False
can you tell me if my reimbursement was processed?,4,Refund & Reimbursement Policy,False
"I have an issue when trying to pay for my order, can you report it?",15,Online Payment Problems,False
my profile's been hacked and I want to get it back,-1,Outlier/Noise,False
could you ask an agent if I could see some fucking invoices?,35,Invoice Support Requests,False
talk to someone,9,Human Interaction Support,False
"I don't have an online account, help me open one",2,Account Creation Problems,False
i want to know if i could create more than one online account with the same email,13,Account Creation & Management,False
can you ask an agent if I can see some invoices?,35,Invoice Support Requests,False
can you give me information about my fucking invoice?,3,Missing Invoices & Download Issues,False
I want to know if I can register several online accounts with a single email,13,Account Creation & Management,False
"I got an error message when I tried to pay, but I was charged anyway, could you notify it?",41,Profile Deletion Request,False
"my fucking user account's been hacked, and I need help getting it back",33,Email & Contact Information,False
"i want to use my other profile, can u change them?",48,Profile Management & Editing,True
tell me about obtaining an invoice,3,Missing Invoices & Download Issues,False
i wanna know if there is someone available,24,Customer Support & Communication,False
how can I file a consumer complaint for a service?,27,Consumer Complaint Submission,False
check the ticket delivery options,-1,Outlier/Noise,False
"the concert was postponed, how can I obtain an refund?",10,Event Cancellation and Refunds,False
"I can't understand you, what can I do to talk to a person?",44,Requesting Human Agent Transfer,True
"ask an agent if i could obtain a refund, please",-1,Outlier/Noise,False
"I didn't receive my bills, view them",40,Missing Bill Access & Viewing,False
i want to know if there is a free number to contact customer service,20,Customer Support & Contact,False
"I changed my mind, what can I do to close my account?",42,Account Cancellation,False
can I report an issue paying?,1,Payment Problems & Reporting,False
I want to know something about getting an invoice,3,Missing Invoices & Download Issues,False
can you tell me what the free phone no to contact Customer Support is?,20,Customer Support & Contact,False
"I want to view the delivery options, what can I do?",30,Payment Processing & Billing Errors,False
could u ask an agent how to lodge a complaint for a service?,-1,Outlier/Noise,False
"I have a question, talk to Customer Support",20,Customer Support & Contact,False
"please, could u ask an agent if i could create an account?",17,Account Profile & Agent Changes,False
"i have a problem paying, can i notify it?",1,Payment Problems & Reporting,False
"I lost my password, recover it",12,Password Recovery & Account Access,False
where can I view the cacnellatio fees?,19,Cancellation Fees and Penalties,False
"you aren't helping, I need help contacting someone",9,Human Interaction Support,False
can u ask an agent if i can notify a payment problem?,7,Payment & Account Issues,False
"im happy with the service, how do i make a comment?",11,Customer Reviews and Feedback,False
I want to see the delivery period for my tickets,43,Delivery Tracking,True
can you tell me how I can track my delivery?,43,Delivery Tracking,True
I need help deleting my profile,31,Compromised Account Recovery,False
"I want to see your money back guarantee, can you help me?",37,Refund Requests & Policies,False
"please , ask an agent whyere to see the cancellation fee",-1,Outlier/Noise,False
"you aren't helping, can I speak with a human?",9,Human Interaction Support,False
can you tell me if I can register several user accountsw with a single email?,13,Account Creation & Management,False
I can't find my bills and I want to view them,40,Missing Bill Access & Viewing,False
how to leave a comment for a service,11,Customer Reviews and Feedback,False
"I have a question, what can I do to talk to Customer Support?",20,Customer Support & Contact,False
"I got an error message when I tried to make a payment, but I was charged anyway, can I inform of it?",26,Failed Transaction Attempts & Charges,False
"i lost my bills, what can i do to check them?",40,Missing Bill Access & Viewing,False
where to file a consumer complaint for a service,27,Consumer Complaint Submission,False
"I would like to obtain a bill, can you give me some information ?",6,Missing or Lost Bills,False
"can u ask an agent if i could write a fucking review, please?",11,Customer Reviews and Feedback,False
"I don't want my fucking profile, what do I have to do to delete it?",31,Compromised Account Recovery,False
"please, i wanna know if i can register two online accounts with a single email",13,Account Creation & Management,False
I need help checking the status of my refund,39,Refund Policy Information,False
"I want to obtain some invoices, can you give me some information?",3,Missing Invoices & Download Issues,False
"I want to see the status of my reimbursement, what should I do?",4,Refund & Reimbursement Policy,False
"I got an error message when I tried to pay, but I was charged anyway anmd I want to report it",41,Profile Deletion Request,False
"I haven't got an account, I need help creating one",2,Account Creation Problems,False
"my online account has been hacked, can u help me?",33,Email & Contact Information,False
I want to know if I can have several user accounts,13,Account Creation & Management,False
"someone stole my password, can u help me?",12,Password Recovery & Account Access,False
can you ask an agent to provide information about my fucking bills?,21,Bill Downloading Help,False
"my online account's been hacked, i need help getting it back",33,Email & Contact Information,False
ask an agent how I could see my invoice,35,Invoice Support Requests,False
"I got an error message when I attempted to make a payment, but I was charged anyway, could you report it, please?",26,Failed Transaction Attempts & Charges,False
I have an issue when trying to pay with card,45,Card Payment Issues,True
"the event was postpoend, what do I have to do to request a reimbursement?",10,Event Cancellation and Refunds,False
"I need information, what can I do to send an email to Client Service?",20,Customer Support & Contact,False
"i have a problem making a payment, how do i inform of it?",1,Payment Problems & Reporting,False
I want to use my other online account,38,Account Switching and Preferences,False
"I have a question, how do I contact Customer Support?",20,Customer Support & Contact,False
I can't remember my password and I'd like to retrieve it,12,Password Recovery & Account Access,False
i have a problem when trying to make a payment with card and i want to report it,16,Card Payment Issues,False
"I have a problem when trying topay, inform of it",1,Payment Problems & Reporting,False
"my profile's been hacked, can u recover it?",-1,Outlier/Noise,False
I want to see the ticket delivery options,-1,Outlier/Noise,False
"I would like to check my shipment, could you tell me where I can do it, please?",0,Package Tracking & Delivery Status,False
can I cancel my profile ?,31,Compromised Account Recovery,False
ask an agent how to check the cancellation fee,-1,Outlier/Noise,False
"i cant remember my fucking password, how can i recover it?",12,Password Recovery & Account Access,False
where do I notify an issue with my payment?,1,Payment Problems & Reporting,False
can you tell me if I can have more than one user account?,13,Account Creation & Management,False
can you show me the free number to contact Client Service?,20,Customer Support & Contact,False
I want to know where to obtain a bill,6,Missing or Lost Bills,False
"I want to inform of a payment issue, what can I do?",1,Payment Problems & Reporting,False
"please, ask an agent if I can see a bill",21,Bill Downloading Help,False
"I have an issue paying, what can I do to inform of it?",1,Payment Problems & Reporting,False
"I don't want my user account, help me remove it",8,Account Deletion & Cancellation,False
"I get an error message when I try to pay with card, can you help me?",34,Payment Error & Checkout Issues,False
can you tell me what payment methods you accept?,47,Payment Methods,True
how do i recover my account password?,12,Password Recovery & Account Access,False
tel me where to request a bill,6,Missing or Lost Bills,False
"the event waspostponed, how can I request a reimbursement?",10,Event Cancellation and Refunds,False
"i want to solve a problem paying, could u help me?",1,Payment Problems & Reporting,False
how do I solve a payment issue?,1,Payment Problems & Reporting,False
help me lodge a complaint for a service,27,Consumer Complaint Submission,False
you aren't helping and I want to talk to a human,9,Human Interaction Support,False
ask an agent how to check the status of my reimbrsement,4,Refund & Reimbursement Policy,False
"I'd like to notify a problem with my payment, what can I do?",1,Payment Problems & Reporting,False
"im happy with the service, help me make an opinion",11,Customer Reviews and Feedback,False
"I want an online account, what can I do to open one?",2,Account Creation Problems,False
I want to change my order,5,Order Modifications & Changes,False
"I don't want my profile, I need help closing it",31,Compromised Account Recovery,False
"I need a reimbursement, how can I get one?",51,Reimbursement Requests,True
"I want to use my other online account, what do I have to do to change them?",38,Account Switching and Preferences,False
"i wanna retrieve my password, what should i do?",12,Password Recovery & Account Access,False
ask an agent how i can see the options for ticket delivery,29,Customer Service Contact Information,False
I want to write a comment,11,Customer Reviews and Feedback,False
ask an agent if there is a free number to contact client service,20,Customer Support & Contact,False
i wanna know if i can pay with Master Card,7,Payment & Account Issues,False
can you tell me if my reimbursement has been processed?,4,Refund & Reimbursement Policy,False
"I got an error message when I tried to make a payment, but my card was charged anyway, what can I do to inform of it?",52,Payment Error & Accidental Charge,True
i want to lodge a complaint for a service,27,Consumer Complaint Submission,False
what's the free phone number of Client Service?,20,Customer Support & Contact,False
"ask an agent if I could reset my account password, please",12,Password Recovery & Account Access,False
ask an agetn if i can inform of an isue with my payment,1,Payment Problems & Reporting,False
"can you tell me if I could create two user accounts with a single email, please?",13,Account Creation & Management,False
information about your refund policy,39,Refund Policy Information,False
"please, ask an agent if i could check the fucking ticket delivery options",29,Customer Service Contact Information,False
"I want to file an complaint, what can I do?",27,Consumer Complaint Submission,False
can you tell me if I can register several accounts with a single email?,13,Account Creation & Management,False
"I have a question, can you speak with Customer Service?",20,Customer Support & Contact,False
"I didn't get a payment validation, what do I have to do?",1,Payment Problems & Reporting,False
help me update my shipping address,32,Shipping Address Management,False
"please, ask an agent where to report a payment issue",7,Payment & Account Issues,False
"I lost my account password, can I retrieve it?",12,Password Recovery & Account Access,False
"the concert was postponed, can I obtain a reimbursement?",10,Event Cancellation and Refunds,False
I want to check the status of my order,-1,Outlier/Noise,False
can I solve a problem with my payment?,1,Payment Problems & Reporting,False
"could you ask an agent how I could report a problem paying, please?",7,Payment & Account Issues,False
i wanna solve issues with my payment,1,Payment Problems & Reporting,False
"im happy with the service, how can i lodge an opinion?",11,Customer Reviews and Feedback,False
"i cant understand you , help me talk to a human agent",24,Customer Support & Communication,False
"I haven't got an account, what should I do?",2,Account Creation Problems,False
"i got an error message when i attempted to make a payment, but i was charged anyway, what do i have to do to notify it?",26,Failed Transaction Attempts & Charges,False
"I have a question and I would like to send an email to Customer Service, please",14,Customer Support Contact Info,False
"a error message pops when I try ot pay, can you help me?",36,Order Placement Errors,False
"ask an agent how i could speak with fucking client service, please",20,Customer Support & Contact,False
can u ask an agent where to notify problems paying?,7,Payment & Account Issues,False
"I lost my bill, can I check it?",40,Missing Bill Access & Viewing,False
can I retrieve my password?,12,Password Recovery & Account Access,False
do I get an ufll refund if I cancel my ticket?,10,Event Cancellation and Refunds,False
"I changed my mind, help me cancel my account",42,Account Cancellation,False
"please, could u ask an agent how i could make a consumer complaint?",-1,Outlier/Noise,False
"could you tell me the number to contact customer service, please?",20,Customer Support & Contact,False
i wanna see the fucking email to contact Customer Service,14,Customer Support Contact Info,False
tell me how I can download an invoice,3,Missing Invoices & Download Issues,False
"you aren't helping, what should I do to speak with a human?",9,Human Interaction Support,False
"I made a mistake, can i modify my fucking order?",50,Order Modification and Cancellation,True
"I need a user account, what should I do to create one?",2,Account Creation Problems,False
"could u ask an agent where i can close my fucking account, please?",17,Account Profile & Agent Changes,False
I need information about your reimbursement policy,-1,Outlier/Noise,False
"I'm discontent with the service and I would like to file a consumer complaint, please",18,Consumer Complaints and Dissatisfaction,False
"I have an issue when trying to pay for my online order, notify it, please",46,Online Payment Issues,True
"I'm discontent with the service, I need help making a fucking complaint",18,Consumer Complaints and Dissatisfaction,False
"my account's been hacked, and I need help getting it back",33,Email & Contact Information,False
where to check the status of my reimbursement,4,Refund & Reimbursement Policy,False
"i have an issue paying for my order, can u help me?",15,Online Payment Problems,False
"please, ask an agent if i could change my fucking order",50,Order Modification and Cancellation,True
"I can't find my bills, what do I have to do to see them?",40,Missing Bill Access & Viewing,False
"I have an issue when trying to pay, I need help reporting it",1,Payment Problems & Reporting,False
"i get an error when i try to make a payment for my online order, what can i do?",36,Order Placement Errors,False
"the show was postponed, what can I do to get a reimbursement?",10,Event Cancellation and Refunds,False
I am not happy with the service and I want to lodge a complaint,18,Consumer Complaints and Dissatisfaction,False
show me your remibursement policy,-1,Outlier/Noise,False
"please, ask an agent where I can track my shipment",29,Customer Service Contact Information,False
I wanna get information about getting some bills,6,Missing or Lost Bills,False
I want to solve a payment issue,1,Payment Problems & Reporting,False
can you tell me what the mail of Customer Support is?,14,Customer Support Contact Info,False
"I can't find my bill, I need help seeing it",40,Missing Bill Access & Viewing,False
I need help modifying the information on my profile,48,Profile Management & Editing,True
where to request a refund,39,Refund Policy Information,False
help me view your money back guarantee,37,Refund Requests & Policies,False
I lost my fucking account password and I'd like torecover it,12,Password Recovery & Account Access,False
"I have a issue when trying to make a payment, how can I notify it?",1,Payment Problems & Reporting,False
"i dont have a user account, how can i open one?",2,Account Creation Problems,False
"please, could u ask an agnt where to receive an reimbursement?",51,Reimbursement Requests,True
