utterance,category
"could you tell me the number to contact customer service, please?",CONTACT
i wanna see the fucking email to contact Customer Service,CONTACT
tell me how I can download an invoice,INVOICES
"you aren't helping, what should I do to speak with a human?",CONTACT
"I made a mistake, can i modify my fucking order?",ORDER
"I need a user account, what should I do to create one?",ACCOUNT
"could u ask an agent where i can close my fucking account, please?",ACCOUNT
I need information about your reimbursement policy,REFUNDS
"I'm discontent with the service and I would like to file a consumer complaint, please",FEEDBACK
"I have an issue when trying to pay for my online order, notify it, please",PAYMENT
"I'm discontent with the service, I need help making a fucking complaint",FEEDBACK
"my account's been hacked, and I need help getting it back",ACCOUNT
where to check the status of my reimbursement,REFUNDS
"i have an issue paying for my order, can u help me?",PAYMENT
"please, ask an agent if i could change my fucking order",ORDER
"I can't find my bills, what do I have to do to see them?",INVOICES
"I have an issue when trying to pay, I need help reporting it",PAYMENT
"i get an error when i try to make a payment for my online order, what can i do?",PAYMENT
"the show was postponed, what can I do to get a reimbursement?",REFUNDS
I am not happy with the service and I want to lodge a complaint,FEEDBACK
show me your remibursement policy,REFUNDS
"please, ask an agent where I can track my shipment",ORDER
I wanna get information about getting some bills,INVOICES
I want to solve a payment issue,PAYMENT
can you tell me what the mail of Customer Support is?,CONTACT
"I can't find my bill, I need help seeing it",INVOICES
I need help modifying the information on my profile,ACCOUNT
where to request a refund,REFUNDS
help me view your money back guarantee,REFUNDS
I lost my fucking account password and I'd like torecover it,ACCOUNT
"I have a issue when trying to make a payment, how can I notify it?",PAYMENT
"i dont have a user account, how can i open one?",ACCOUNT
"please, could u ask an agnt where to receive an reimbursement?",REFUNDS
can I report a problem paying?,PAYMENT
can u ask an agent how i can talk to customer support?,CONTACT
"i dont have a profile and i want to create one, please",ACCOUNT
"I have a problem wehen trying to pay for my order, what can I do to notify it?",PAYMENT
can you find information about your payment options?,PAYMENT
"I want to lodge a comment, what can I do?",FEEDBACK
"you aren't helping, speak with a human",CONTACT
tell me how I can know where my order is,ORDER
can I view your payment options?,PAYMENT
"i am happy with the service, help me file an opinion",FEEDBACK
can you tell me the mail of the Client Service?,CONTACT
"the payment wont go through, what should i do?",PAYMENT
"please, can u ask an agent if i could make a complaint for a service?",FEEDBACK
"the game was postponed, how can I obtain a reimbursement?",REFUNDS
"i have an issue paying with card, inform of it",PAYMENT
ask an agent how I could track my shipments,ORDER
I need help retrieving my password,ACCOUNT
I found a problem opening an account,ACCOUNT
tell me if I can create more than one account with a single email,ACCOUNT
tell me about receiving the newsletter,NEWSLETTER
"I didn't receive my bills, what should I do to check them?",INVOICES
"I cannot understand you, can you contact a fucking human agent, please?",CONTACT
"I need help checking the cancellation fee, please",CANCELLATION_FEE
"I need an account, I need help creating one",ACCOUNT
"can u ask an agent how i could solve an fucking issue paying, please?",PAYMENT
"I want to create a profile, what do I have to do?",ACCOUNT
"my profile's been hacked, can u get it back?",ACCOUNT
"I purchased something, how can I modify my order?",ORDER
"please, can you ask an agent if I could report issues making a payment?",PAYMENT
how can I report a payment issue?,PAYMENT
i forgot my password and i wanna recover it,ACCOUNT
an error message pops when I try to pay for my order,PAYMENT
help me check your reimbursement policy,REFUNDS
"I got an error message when I tried to make a payment, but my card was charged anyway, could I report it?",PAYMENT
could you ask an agent if i can track my fucking order?,ORDER
how can I download some invoices?,INVOICES
I want to know what the email address to contact Client Service is,CONTACT
i wanna know if i can check my shipments,ORDER
"I'm discontent with the service, how do I file an consumer complaint?",FEEDBACK
I want to know if I can create more than one online account with the same email,ACCOUNT
"please, could you ask an agent if I can solve fucking issues with my payment?",PAYMENT
"I would like a reimbursement, help me obtain onhe",REFUNDS
"I need a reimbursement, what should I do to obtain one?",REFUNDS
"id like t request a fucking reimbursement, can u help me?",REFUNDS
can you show me the delivery options?,DELIVERY
"i have a problem when trying to pay, can u report it?",PAYMENT
"im not happy with the service, how do i submit a complaint?",FEEDBACK
"I want to inform of an issue with my payment, can you help me?",PAYMENT
"I want to get some bills , tell me how I can do it",INVOICES
i wanna see the mail address tocontact Client Service,CONTACT
"I don't have an account, help me create one",ACCOUNT
I want to track my packages,ORDER
how can I ocntact Customer Support?,CONTACT
"I need a refund, how can I get one?",REFUNDS
"please, I want to know what the free phone number to contact Customer Support is",CONTACT
I don't know anything about your fucking reimbursement policy and I'd like to know about it,REFUNDS
how to solve problems paying,PAYMENT
"I want information, what can I do to speak with Client Service?",CONTACT
can you show me the free number of Customer Service?,CONTACT
"i have a problem paying, what should i do to report it?",PAYMENT
can I inform of a payment issue?,PAYMENT
"I'm not happy with the service, what can I do to file a consumer complaint?",FEEDBACK
"I would like to open a user account, what do I have to do?",ACCOUNT
can you tell me if I get a full refund in case I cancel my ticket?,REFUNDS
"I do not have a fucking account and I would like to create one, please",ACCOUNT
I had an issue when trying to sign up,ACCOUNT
"I have a problem when trying to pay for my order, could you report it?",PAYMENT
"I have an issue when trying to pay, can I inform of it?",PAYMENT
tell me if you have a newsletter to stay informed,NEWSLETTER
how could I inform of a problem making a payment?,PAYMENT
"I get an error message when I attempt to make a payment with card, what should I do?",PAYMENT
tell me how I can see some invoices,INVOICES
"I want to request a reimbursement, what do I have to do?",REFUNDS
"i need a user account, what should i do?",ACCOUNT
"I have a problem making a payment with card, what do I have to do?",PAYMENT
"i want to check your reimbursement policy, can u help me?",REFUNDS
"my online account's been hacked, what can I do to recover it?",ACCOUNT
"please, can u ask an agent what the fucking phone number of Customer Service is?",CONTACT
"i changed my mind, what can i do to cancel my online account?",ACCOUNT
"I bought a product, help me change my purchase",ORDER
"I got an error when I tried to make a payment, but my card was charged anyway and I want to notify it",PAYMENT
I want to know if I can have several online accounts,ACCOUNT
"i have an issue paying, i need help notifying it",PAYMENT
"the ahow was cancelled, can u help me?",REFUNDS
"I have a question, what should I do to talk to Client Service?",CONTACT
I want to see the email of hte Client Serviice,CONTACT
information about the mail address of the Customer Support,CONTACT
"i need information, can u talk to fucking client service?",CONTACT
infvormation about seeing a bill,INVOICES
where can I make a consumer complaint for a service?,FEEDBACK
I want to get a reimbursement,REFUNDS
"i have no fucking online account, can i register?",ACCOUNT
what's the mail to contact Customer Support?,CONTACT
"I changed my mind, I need help removing my account",ACCOUNT
"the event was cancelled, what do i have to do to get a refund?",REFUNDS
"I want to check your refund policy, what do I have to do?",REFUNDS
"I habe a problem when trying to make a payment, I need help reporting it",PAYMENT
i want to know if i can own several online accounts,ACCOUNT
"I haven't got a fucking prfoile, I need help creating one, please",ACCOUNT
I want to reset my account password,ACCOUNT
I want to request a reimbursement,REFUNDS
how do I make changes to my shipping address?,SHIPPING
ask an agent how to see some invoices,INVOICES
I can't understand you and I'd like to contact a fucking human agent,CONTACT
"I purchased an product, what can I do to change my order?",ORDER
"I wanna track my delivery, tell me where to do it",ORDER
"please, could you ask an agent if I can notify problems making a payment?",PAYMENT
"I want to lodge a review for a service, what can I do?",FEEDBACK
"i have a question, could i speak with customer support?",CONTACT
"I would like information, how do I contact Customer Service?",CONTACT
"I do not like the service, could I make a fucking complaint?",FEEDBACK
"I want to view cancellation fees, what doI have to do?",CANCELLATION_FEE
"I'm happy wiht the service, can you file an opinion?",FEEDBACK
I want to know if I can check my package,ORDER
iwant to know if i could register two accounts with the same email address,ACCOUNT
can you tell me if I can register severalo profiles with the same email?,ACCOUNT
"I want to obtain an invoice, can you tell me how to do it?",INVOICES
"I ordered an item, what can I do to modify my order?",ORDER
"I have an issue when trying to make a payment, what do I have to do to inform of it?",PAYMENT
ask an agent to provide information about my invoices,INVOICES
"I want to file a comment for a service, what do I haev to do?",FEEDBACK
can you tell me where to request an invoice?,INVOICES
can I view your money back policy?,REFUNDS
"i want to know the status of my reimbursement, what should i do to track it?",REFUNDS
"please, can u contact someone?",CONTACT
"I have a question, I need helo sending an email to Customer Support",CONTACT
"I have a problem when trying to pay for my online order, what can I do?",PAYMENT
how could I track my delivery?,ORDER
I need helop talking to a person,CONTACT
"i need information, what do i have to do to send an email to customer support?",CONTACT
"I got an error when I attempted to make a payment, but my card was charged anyway, can you notify it?",PAYMENT
how can I notify issues paying?,PAYMENT
"i cant understand you, i need help speaking with a humanagent, please",CONTACT
how to report an issue making a payment,PAYMENT
what's the free number to contact Client Service?,CONTACT
can you tell me where to track my delivery?,ORDER
"can u ask an agent where to cancel my online account, please?",ACCOUNT
I want to know something about obtaining a bill,INVOICES
I'd like to notify problems making a payment,PAYMENT
"i want information, can i talk to client service?",CONTACT
"i ordered a product, i nede help modifying my order",ORDER
"I want to check my invoice, can you help me?",INVOICES
I wanna know if you have a newsletter to stay up-to-date,NEWSLETTER
im interested in your reimbursement policy and i wanna know about it,REFUNDS
obtain some invoices,INVOICES
"I want to place an order, what can I do?",ORDER
"I'd like to ask for information about getting some invoices, please",INVOICES
"i dont have a user account, what do i have to do to register?",ACCOUNT
i havent got a user account and id like to create one,ACCOUNT
"the event was postponed , obtain a reimbursement",REFUNDS
"I have an issue when trying to make a payment, what can I do to notify it?",PAYMENT
"i want to inform of an issue making a payment, can u help me?",PAYMENT
"I want to lodge a review for a service, what do I have to do?",FEEDBACK
i wanna know if there is a free number to contact client service,CONTACT
"please, ask an agent if I could retrieve my password",ACCOUNT
"I have a problem paying, infrm of it",PAYMENT
"someone stole my account password, can I recover it?",ACCOUNT
"i got an error message when i tried to pay, but i was charged anyway, can u inform of it?",PAYMENT
"I have no user account, what cvan I do to register?",ACCOUNT
"I bought a product, how can I modify my purchase?",ORDER
"i didn't receive my invoices, how do i see them?",INVOICES
"I have an issue when trying to pay with card, how do I report it?",PAYMENT
"i dont understand you, could u contact a human agent?",CONTACT
"ask an agent where I can lodge a consumer complaint for a service, please",FEEDBACK
"I need a user account, how do I open one?",ACCOUNT
"you aren't helping, what shgould I do to talk to a human?",CONTACT
"id like to see a bill, can you tell me how I can do it, please?",INVOICES
I need a account and I want to create one,ACCOUNT
can uask an agent if i can obtain a refund ?,REFUNDS
what's the free phone number of Customer Support?,CONTACT
I need information about seeing some invoices,INVOICES
"the game was cancelled, could I get a reimbursement?",REFUNDS
I want to track my order,ORDER
I want tyo track my package,ORDER
could u show me the mail address to contact customer support?,CONTACT
ask an agent if I can obtain a bill,INVOICES
I want to remove my profile,ACCOUNT
"ask an agent how i could reset my password, please",ACCOUNT
"i wanna get some invoices, can you show me some information?",INVOICES
"please, tell me if I can check my shipment",ORDER
"I want information, help me talk to Customer Service",CONTACT
"i obught a product, what do I have to do to change my order?",ORDER
"i got an error when i attempted to make a payment, but my card was charged anyway, report it , please",PAYMENT
"I get an error message when I try to pay, what can I do?",PAYMENT
"an error pops when i attempt to pay, can u help me?",PAYMENT
"I have a problem making a payment, what do I have to do to notify it?",PAYMENT
"I changed my mind, delete my online account",ACCOUNT
"I don't want my online account, can you remove it?",ACCOUNT
ask an agent how I could notify a payment issue,PAYMENT
"im discontent with the service, submit a consumer complaint",FEEDBACK
do you mind asking an agent where to track my orders?,ORDER
"please, can u show me the free phone number to contact Customer Service?",CONTACT
"I got an error message when I tried to pay, but my card was charged anyway, help me report it",PAYMENT
"I have an issue when trying to pay, I need help informing of it",PAYMENT
can you tell me if there is a free number to contact Client Service?,CONTACT
"i lost my invoice , how do i check it?",INVOICES
can you tell me if i can track my order?,ORDER
"i didn't receive my fucking invoices, can i check them?",INVOICES
"I changed my mind, I need help closing my account",ACCOUNT
"the game was cancelled, what should I do to get a refund?",REFUNDS
I don't understand you,CONTACT
tell me if there is any huma available,CONTACT
"you arent helping, how can i contact a person?",CONTACT
"youre not helping, i need help talking to someone",CONTACT
what's your money back policy?,REFUNDS
"I lost my account password, what do I have to do to retrieve it?",ACCOUNT
could you ask an agent how to see the ticket delivery options?,DELIVERY
"please , show me the email to contact customer support",CONTACT
"I have a problem when trying to pay, can you inform of it?",PAYMENT
"please, ask an agent where i can track my reimbursement",REFUNDS
I lost my invoice and I want to check it,INVOICES
can you tell me how I can check my order?,ORDER
"I want to notify an issue making a payment, what can I do?",PAYMENT
show me your money back guarantee,REFUNDS
"please, can you ask an agent if I can edit my profile?",ACCOUNT
"I bought a product, I need help modifying my order",ORDER
tell me how long it takes for a ticket to arrive,DELIVERY
"I'm discontent with the service, I need help suybmitting a ufcking complaint",FEEDBACK
"i got an error message when i attempted to pay, but i was charged anyway, what should i do to notify it?",PAYMENT
show me the phone number to contact Customer Service,CONTACT
help me close my online account,ACCOUNT
"I want to report a problem paying, what should I do?",PAYMENT
"please, could you ask an agent how to cancel my account?",ACCOUNT
"I want information, can I contact Client Service?",CONTACT
"I got an error when I attempted to pay, but I was charged anyway, help me inform of it",PAYMENT
"I need a user account, can you create one?",ACCOUNT
i wanna know if i can register more than one user account with a siingle email,ACCOUNT
can you tell me how I can check my orders?,ORDER
I want to know where to subscribe to the newsletter,NEWSLETTER
"i want to view the cancellation penalty, can u help me?",CANCELLATION_FEE
"my profile was hacked, can you help me?",ACCOUNT
"I have a problem when trying to pay for my online order, how can I inform of it?",PAYMENT
"you aren't helping, I need help talking to someone",CONTACT
"I don't want my profile, what should I do to delete it?",ACCOUNT
"I don't like the service, how do I submit a consumer complaint?",FEEDBACK
can you give me information about the delivery period for my tickets?,DELIVERY
how to contacy Customer Service,CONTACT
I want to know what the mail address to contact Customer Support is,CONTACT
"the concert was cancelled, what do i have to do to request a refund?",REFUNDS
I want to see the email of the Customer Support,CONTACT
"i got an error when i tried to make a payment, but my card was charged anyway, what do i have to do?",PAYMENT
can u ask an agent where to track my packages?,ORDER
the concert was postponed and i want to get a reimbursement,REFUNDS
"I got an error message when I attempted to make a payment, but I was charged anyway , what do I have to do?",PAYMENT
"id like to place an order, what can i do?",ORDER
"ask an agent where to check my fucking invoices, please",INVOICES
whats the fucking free number of customer support?,CONTACT
I need information about the cancellation penalties,CANCELLATION_FEE
"I lst my inviices, what can I do to check them?",INVOICES
"I want information, what can I do to talk to Client Service?",CONTACT
"my user account was hacked, what should i do to recover it?",ACCOUNT
I want to know if I can register more than one account with a single email address,ACCOUNT
where can I check the cancellation fee?,CANCELLATION_FEE
I've got no account and I want to open one,ACCOUNT
I want to know if I can register two online accounts with a single email address,ACCOUNT
"I have a problem when trying to pay, what do I have to do to inform of it?",PAYMENT
"I olst my invoice, what can I di to check it?",INVOICES
do you have a newsletter I can receive?,NEWSLETTER
can you tell me how I can subscribe to the newsletter?,NEWSLETTER
where can I inform of payment problems?,PAYMENT
can you give me information about my invoices?,INVOICES
"I have an issue paying for my online order, can you help me?",PAYMENT
can I switch to another online account?,ACCOUNT
can I subscribe to the newsletter?,NEWSLETTER
how to inform of a problem paying,PAYMENT
"I don't want my user account, what can I do to remove it?",ACCOUNT
"i want to make a complaint, can u help me?",FEEDBACK
"i dont understand you, i need help speaking with a human agent",CONTACT
"I have no profile, can I create one?",ACCOUNT
where can I leave an comment?,FEEDBACK
"I don't have an online account, what should I do ot open one?",ACCOUNT
"I want to view the cancellation penalty, what can I do?",CANCELLATION_FEE
"I want information , can I talk to Client Service ?",CONTACT
I want to view the cancellation fees,CANCELLATION_FEE
"i wanna view my invoice, can u help me?",INVOICES
"please, ask an agent if I can view my bills",INVOICES
i want to know where to change my purchase,ORDER
where to track my delivery,ORDER
I have a problem paying for my online order and I want to inform of it,PAYMENT
"I got na error message when I atempted to make a payment, but I was charged anyway, help me inform of it",PAYMENT
where do I see the cancellation penalty?,CANCELLATION_FEE
"i have no account, what do i have to do?",ACCOUNT
where can I cancel my profile?,ACCOUNT
"i am happy with the service, what can i do to make a comment?",FEEDBACK
"I have an issue when trying to pay, how do I notify it?",PAYMENT
"I don't have an online account, what should I do to register?",ACCOUNT
can you tell me if i can make a payment with Master Card?,PAYMENT
can you tell me the phone number to contact Customer Service?,CONTACT
"i wanna see a bill, can you tell me how I can do it?",INVOICES
"the event was cancelled, obtain a refund",REFUNDS
"I wanna track my order, tell me where to do it, please",ORDER
"the game was cancelled, can you help me?",REFUNDS
"I got an error when I attemptedto pay, but my card was charged anyway and I want to inform of it",PAYMENT
"I can't find my invoice, show it",INVOICES
"i bought an item, how do i change my order?",ORDER
"you're not helping, what can I do to contact a person?",CONTACT
how to download a inmvoice,INVOICES
"please, ask an agent what the phone number of client service is",CONTACT
"i got an eror when i tried to make a payment, but my card was charged anyway, how can i notify it?",PAYMENT
how do I contact Client Service?,CONTACT
can I download some bills?,INVOICES
"could u show me the phone number of customer support, please?",CONTACT
how can I inform of issues paying?,PAYMENT
"I don't have an account, create one",ACCOUNT
"I changed my mind, what can I do to close my profile?",ACCOUNT
"I want to create an account, can you help me?",ACCOUNT
"I have a question, how do I talk to Customer Support?",CONTACT
"i want infomration, what do i have to do to call customer support ?",CONTACT
"the game was postponed, could I obtain a fucking refund, pleased?",REFUNDS
"i wanna know if i can create several fucking online accounts with a single email, please",ACCOUNT
"I have an issue paying for my order, what do I have to do to report it?",PAYMENT
request some invoices,INVOICES
i want to know if i can create severl accounts with the same email,ACCOUNT
"I don't have a shipping address, can you set one up?",SHIPPING
how to check the cancellation fee,CANCELLATION_FEE
"I bought something, i need help changing my order, please",ORDER
I want to change my profile,ACCOUNT
"the show was cancelled and I'd like to get a fucking refund, please",REFUNDS
the event was cancelled and i wanna obtain a reimbusement,REFUNDS
ask an agent what the delivery period for my ticket is,DELIVERY
can you tell me if i could register several accounts with the same email address?,ACCOUNT
I have a problem paying for my order anbd I want to report it,PAYMENT
"I'm discontent with the service, file a consumer complaint",FEEDBACK
"I want to use my other profile, what should I do to change them?",ACCOUNT
"I can't remember my password, recover it",ACCOUNT
track my order,ORDER
ask an agent where to view their money back policy,REFUNDS
"i want to check my orders, can you tell me where to do it?",ORDER
"ask an agent where to write a review for a service, please",FEEDBACK
"I do not want my account and I'd like to delete it, please",ACCOUNT
I get an error message when I try to make a payment with card,PAYMENT
"I want to rtack my shipment, can you tell me where to do it?",ORDER
"ask an agent how to obtain a reimbursement, please",REFUNDS
can you tell me if I can own more than one account?,ACCOUNT
ask an agent where to file a fucking complaint,FEEDBACK
i lost my invoice and i wanna check it,INVOICES
"you're not helping, what can I do to talk to a human?",CONTACT
"i dont have a profile, what should i do to create one?",ACCOUNT
"I have an issue making a payment with card, can you report it?",PAYMENT
"I want to track my shipments, tell me where I can do it",ORDER
"I want to inform of an issue paying, what do I have to do?",PAYMENT
"an error pops when I try to make a payment for my online order, what should I do?",PAYMENT
"my user account was hacked, i need help getting it back",ACCOUNT
can u get some fucking invoices?,INVOICES
"I need help checking your money back policy, please",REFUNDS
"I'm discontent with the service, ake a consumer complaint",FEEDBACK
"I changed my mind, help me delete myaccount",ACCOUNT
"I have an question, what can I do to speak with Customer Support?",CONTACT
can I solve payment issues?,PAYMENT
can u ask an agent my ticket will arrive,DELIVERY
I want to know what the phone number of Client Service is,CONTACT
ask an agent to notify a payment problem,PAYMENT
track my package,ORDER
can i view my bills?,INVOICES
"I'd like to create an account, what can I do?",ACCOUNT
"I have no prfofile, what do I have to do?",ACCOUNT
"I need a refund, what can I do?",REFUNDS
can you show me the delivery period?,DELIVERY
"the concert was caancelled, request a refund",REFUNDS
can you tell me if I can register several accounts with the same email?,ACCOUNT
I need help getting an invoice,INVOICES
i wanna see the no of client service,CONTACT
"I don't understand you, how do I speak with a human?",CONTACT
tell me if I can track my order,ORDER
where to view your payment methods,PAYMENT
"I have an issue when trying to pay for my order, shat can I do?",PAYMENT
"I'm discontent with the service, how can I make a consumer complaint?",FEEDBACK
i wanna know where I could track my packages,ORDER
can you tell me if I can create more than one online account with a single email address?,ACCOUNT
"I want to report an issue paying, can you help me?",PAYMENT
where can i inform of a problem with my payment?,PAYMENT
i wanna know where I can check my packages,ORDER
"u are not helping, can i talk to a person?",CONTACT
"i purchased something, what can I do to modify my fucking purchase?",ORDER
where do I see my invoikces?,INVOICES
"I changed my min, what can I do to cancel my account?",ACCOUNT
"I bought something, how do I modify my purchase?",ORDER
"I don't want my user account, what do I have to do to close it?",ACCOUNT
"I changed my mind, what cann I do to close my user account?",ACCOUNT
"I need a reimbursement, what can I do to request one?",REFUNDS
"please, can you ask an agent if i can recevie the fucking newsletter?",NEWSLETTER
"I got an error when I tried to make a payment, but I was charged anyway, help me notify it , please",PAYMENT
is customer service available ?,CONTACT
could you ask an agent how I can get a refund?,REFUNDS
how can I solve problems making a payment?,PAYMENT
where to request a reimbursement,REFUNDS
"I have an issue when trying to pay for my online order, what do I have to do to notify it?",PAYMENT
"I don't ujnderstand you, how can I contact a person ?",CONTACT
"I have an issue when trying to make a payment, what should I do to inform of it?",PAYMENT
ask an agent where to check their reimbursement policy,REFUNDS
"I bought something, what do I have to do to change my order?",ORDER
"I bought something, what do I have to do to modify my purchase?",ORDER
"I want information, send an email to Client Service",CONTACT
can you tell me if I can register two profiles with a single email address?,ACCOUNT
I don't have an online account,ACCOUNT
"I didn't receive my fucking invoices, could I view them?",INVOICES
where do I obtain an invoice?,INVOICES
can you tell me if I can see some bills?,INVOICES
"I ordered a product, what can I do to modify my purchase?",ORDER
tell me if I could register two user accounts with a single email address,ACCOUNT
"ask an agent about the fucking cancellation penalty, please",CANCELLATION_FEE
"I have an issue when trying to pay with card, I need help notifying it",PAYMENT
"i cant remember my account password, i need help resetting it",ACCOUNT
"I've got no profile, what should I do?",ACCOUNT
"I have no account, how can I open one?",ACCOUNT
"I ordered an item, what do I have to do to change my order?",ORDER
I want to know if I can create two accounts with a single email address,ACCOUNT
"I want to make a consumer complaint for a service, what do I have to do?",FEEDBACK
"please, could you tell me the email of Client Service?",CONTACT
"I'm happy with the service, what should I do to lodge a review?",FEEDBACK
I want to talk to Client Service,CONTACT
"i want to view the status of my ordr, can u help me?",ORDER
"please, could you ask an agent if I could view my fucking invoices?",INVOICES
"I want to obtain a refund, can you help me?",REFUNDS
"i want to solve a problem with my payment, can u help me?",PAYMENT
can you talk to somenoe?,CONTACT
"I can't understand you, can I speak with someone?",CONTACT
how to create an account,ACCOUNT
"please, i wanna know how to check my packages",ORDER
"an error message pops when I attempt to pay, can you help me?",PAYMENT
"I want to track my delivery, tell me where to do it",ORDER
tell me how long the delivery takes,DELIVERY
tell me if service fees are refundable,REFUNDS
i want to know where I can see a bill,INVOICES
where to receive a refund,REFUNDS
"I haev a problem paying for my online order, can you teport it?",PAYMENT
I need help reporting a problem paying,PAYMENT
can you tell me where to check my orders?,ORDER
were do I remove my profile?,ACCOUNT
"I want to lodge a complaint, what do I have to do?",FEEDBACK
"I don't want my user account, how ddo I remove it?",ACCOUNT
"you aren't helping, what should I do to contact a human agent?",CONTACT
how could I update my fucking profile?,ACCOUNT
how do I inform of fucking issues paying?,PAYMENT
the event was cancelled and i wanna request a refund,REFUNDS
"an error pops when I try to pay with card, what do I have to do?",PAYMENT
tell me if I can check my delivery,ORDER
tell me where to change my order,ORDER
can i notify a payment issue?,PAYMENT
"i want to report a payment problem, can u help me?",PAYMENT
"someone stole my account password, what should i do to recover it?",ACCOUNT
"please, ask an agent what the status of my purchase is",ORDER
can you show me information about the options for delivery?,DELIVERY
I bought an item and I want to change my order,ORDER
ask an agent if i can make a consumer complaint,FEEDBACK
i lost my bill and i wanna check it,INVOICES
"I want to solve an issue with my payment, what should I do?",PAYMENT
"i wanna submit a ocmplaint for a service, what should i do?",FEEDBACK
how can I place an order?,ORDER
talk to Customer Service,CONTACT
"youre not helping, what can i do to talk to a human agent?",CONTACT
can I check my invoices?,INVOICES
i want to contact a human agent,CONTACT
I want to check my delivery,ORDER
"my fucking account's been hacked, how do I reocver it?",ACCOUNT
where can I check your payment options?,PAYMENT
do you mind asking an agent how to get some bills?,INVOICES
"I want to view the cancellation fee, what do I have to do?",CANCELLATION_FEE
where to report a payment isue,PAYMENT
i wanna know what the mail address of customer support is,CONTACT
can you tell me if I can download an invoice?,INVOICES
can you show me information about my bill?,INVOICES
"I want to request some bills, can you give me some informtaion?",INVOICES
"I have a problem when trying to pay for my online order, I need help notifying it",PAYMENT
"I'm not happy with the service, how do I make a complaint?",FEEDBACK
ask an agent how to delete my user account,ACCOUNT
i have an issue paying for my order and i want to report it,PAYMENT
"I have a probledm when trying to pay for my order, can I inform of it ?",PAYMENT
"I purchased something, what should I do to change my order?",ORDER
ask an agent to edit my shipping address,SHIPPING
how can I make a complaint?,FEEDBACK
I want to know where I cvan get a bill,INVOICES
I have an issue making a payment with card and I would like to report it,PAYMENT
ask an agent to switch to another fucking account,ACCOUNT
can you show me the mail of the Client Service?,CONTACT
show me the email address of Customer Service,CONTACT
i wanna know something about requesting an invoice,INVOICES
can you show me information about the status of my purchase?,ORDER
I want to see some bills,INVOICES
"lpaese, could you ask an agent where to notify issues paying?",PAYMENT
can u ask an agent how to solve problems making a payment?,PAYMENT
"my profile was hacked, and I need help getting it back",ACCOUNT
"I want to lodge an review, what should I do?",FEEDBACK
"I want to use my other profile, help me switch them",ACCOUNT
I need help solving paymebt issues,PAYMENT
"I lost my password, what do I have to do?",ACCOUNT
how can I notify issues making a payment?,PAYMENT
can you ask an agent if i could see some bills?,INVOICES
can u ask an agent how to leave a comment for a service?,FEEDBACK
"i lost my bill and i want to view it, please",INVOICES
"I got no payment validation, can u help me?",PAYMENT
i wanna close myprodile,ACCOUNT
"the game was postponed, how do i get a reimbursement?",REFUNDS
tell me if I can create two profiles with the same email address,ACCOUNT
"I purchased a product, how do I change my order?",ORDER
"i need help tracking my order, please",ORDER
where can I notify issues with my payment?,PAYMENT
"im discontent with the service, can i make a complaint?",FEEDBACK
can you tell me where to obtain a bill?,INVOICES
can you tell me about ther status of my refund?,REFUNDS
"I want to solve an problem making a payment, what do I have to do?",PAYMENT
"could you ask an agent how to solve a payment problem, please?",PAYMENT
"I need an account, create one",ACCOUNT
how do I find my order?,ORDER
someone stole my account password,ACCOUNT
"i have a problem when trying to make a payment, what should i do to inform of it?",PAYMENT
"my profile has been hacked, can i get it back?",ACCOUNT
I want to know if I can create several user accounts with the same email,ACCOUNT
can u ask an agent where i can view the status of my reimbursement?,REFUNDS
can u ask an agent how i could see their refund policy?,REFUNDS
"i cant remember my account password, how can i reset it?",ACCOUNT
I wanna know where to download a bill,INVOICES
ask an agent if i can see their reimbursement policy,REFUNDS
"please, ask an agent to notify a problem with my payment",PAYMENT
"I want to see the delivery options, what should I do?",DELIVERY
where do I write an opinion for a service?,FEEDBACK
"I have an issue paying with card, can I inform of it?",PAYMENT
"I got an error when I attempted to make a payment, but I was charged anyway, can you help me?",PAYMENT
I want to check the cancellation penalties,CANCELLATION_FEE
"I want to use my other online account, help me switch them",ACCOUNT
I want to know if I can get an invoice,INVOICES
"I have an issue paying with card, I need help informing of it",PAYMENT
can u ask an agent where to inform of an issue paying?,PAYMENT
"I have a problem making a payment, can you notify it?",PAYMENT
"I have a question, could you contact Client Service, please?",CONTACT
"I can't remember my account password, what do I have to do?",ACCOUNT
how can I cancel my profile?,ACCOUNT
teol me about getting some bills,INVOICES
"I've got no user account, what do I have to do to open one?",ACCOUNT
help me report a payment issue,PAYMENT
I want to know if there's a newsletter to keep me informed,NEWSLETTER
youre not helping and i wanmt to talk to a humn agent,CONTACT
"i got an error message when i attempted to pay, but i was charged anyway and i want to report it",PAYMENT
where can I change to another profile?,ACCOUNT
"I have a question, I need help talking to Customer Service",CONTACT
"I got an error when I tried to make a payment, but my card was charged anyway, help me notify it",PAYMENT
could you ask an agent if I could track my fucking orders?,ORDER
"could you ask an agent if I can get a fucking invoice, please?",INVOICES
help me report problems with my payment,PAYMENT
can u ask an agent how i can report problems making a payment?,PAYMENT
"I ordered a product, what should I do to modify my order?",ORDER
ask an agent where i can see the ticket delivery options,DELIVERY
"I can't find my invoice, how can I see it?",INVOICES
can u ask an agent where i can check my invoice?,INVOICES
"i wanna recover my password, what should i do?",ACCOUNT
"I have a problem when trying to pay for my order, can I notify it?",PAYMENT
i wanna see the email address to contact Customer Service,CONTACT
"please, could you ask an agent to provide information about the delivery period?",DELIVERY
