flags,utterance,category,intent
BIQ,where can I check your refund policy?,REFUNDS,check_refund_policy
BIMQD,can you ask an agent how I can get some invoices?,INVOICES,get_invoice
BL,check your reimbursement policy,REFUNDS,check_refund_policy
BILC,"I have a question, can I speak with Client Service?",CONTACT,contact_customer_service
BLQC,the concert was cancelled and i wanna get a refund,REFUNDS,get_refund
BI,where can I track my order?,ORDER,track_order
BIMLQD,can u ask an agent where to report issues paying?,PAYMENT,payment_issue
BLC,"I want to track my package, tell me how to do it",ORDER,track_order
BIMLQ,where can I inform of problems with my payment?,PAYMENT,payment_issue
BILC,"I get an error when I try to make a payment for my online order, can you help me?",PAYMENT,payment_issue
BIQC,"i have an issue paying with card, what do i have to do?",PAYMENT,payment_issue
BMLQD,ask an agent how to check my orders,ORDER,track_order
BIMLQ,how can i notify problems with my payment?,PAYMENT,payment_issue
BL,help me see your refund policy,REFUNDS,check_refund_policy
BL,tell me if I can pay with Master Card,PAYMENT,check_payment_methods
BILCZ,"I want to submit a consumer complaint, can youhlp me?",FEEDBACK,complaint
BSLQ,I wanna request information about seeing a bill,INVOICES,get_invoice
BIL,can you tell me if my package is on its way?,ORDER,track_order
BIEQCZ,"i donty have an account, can u help me?",ACCOUNT,create_account
BILQC,"i dont want my user account, can u close it?",ACCOUNT,delete_account
BIL,can you tell me what the free phone number to contact Customer Service is?,CONTACT,contact_customer_service
BILQC,"I have a problem when trying to pay for my online order, how can I notify it?",PAYMENT,payment_issue
BIC,"i lost my password, what should i do to recover it?",ACCOUNT,recover_password
BILC,"I want information, can I send an email to Client Service?",CONTACT,contact_customer_service
BILQC,"I want to inform of an issue making a payment, what do I have to do?",PAYMENT,payment_issue
BPLC,"I want information and I'd like to speak with Customer Service, please",CONTACT,contact_customer_service
BIMLQD,can you ask an agent if i can request some invoices?,INVOICES,get_invoice
BLZ,how to notify a problem wiht my payment,PAYMENT,payment_issue
BLC,"I have a question, call Customer Support",CONTACT,contact_customer_service
BILQ,where can I write a comment?,FEEDBACK,review
BISLCZ,"I can't find my bills, can I view thm?",INVOICES,check_invoices
BL,tell me how I can track my package,ORDER,track_order
BL,I want to know how I can obtain an invoice,INVOICES,get_invoice
BILQC,"I have an issue when trying to make a payment with card, what do I have to do to inform of it?",PAYMENT,payment_issue
BL,help me see your money back guarantee,REFUNDS,check_refund_policy
BPLD,"ask an agent to show me information about the delivery options, please",DELIVERY,delivery_options
BLC,"i have a problem when trying to pay, notify it",PAYMENT,payment_issue
BILQ,how do I check your payment options?,PAYMENT,check_payment_methods
BLC,"I got an error when I tried to make a payment, but my card was charged anyway, inform of it",PAYMENT,payment_issue
BL,how to edit my shipping address,SHIPPING,change_shipping_address
BIPL,"could you tell me how to download a bill, please?",INVOICES,get_invoice
BLC,my user account's been hacked and I want to get it back,ACCOUNT,recover_password
BLQC,"I have an issue when trying to pay for my order, inform of it",PAYMENT,payment_issue
BLC,"I have an issue when trying to pay for my online order, I need help informing of it",PAYMENT,payment_issue
BL,i get an error message when i try to make a payment for my order,PAYMENT,payment_issue
BILQC,"i have no account, what should i do to open one?",ACCOUNT,create_account
BPW,"i want to know how to change my fucking order, please",ORDER,change_order
BIPLCZ,"he game was postponed, could I obtain a reimbursement ?",REFUNDS,get_refund
BLQ,i wanna inform of a payment problem,PAYMENT,payment_issue
BILC,"the game was postponed, how do I obtain a reimbursement?",REFUNDS,get_refund
BPC,I have an issue paying with card and I'd like to report it,PAYMENT,payment_issue
BILQCZ,"I ordered something , what can I do to hcange my order?",ORDER,change_order
BILC,"I want to see your reimbursement policy, can you help me?",REFUNDS,check_refund_policy
BL,how to cancel my profile,ACCOUNT,delete_account
BILC,"I don't understand you, how can I contact someone?",CONTACT,contact_human_agent
BILC,"you're not helping, what do I have to do to speak with a human agent?",CONTACT,contact_human_agent
BLC,"I got an error message when I tried to make a payment, but I was charged anyway, help me report it",PAYMENT,payment_issue
BIMLQ,can I create more than one user account with the same email address?,ACCOUNT,create_account
BM,I want to know if I can get some invoices,INVOICES,get_invoice
BILQC,"I purchased a product, how can I modify my order?",ORDER,change_order
BLC,"I don't want my user account, help me delete it",ACCOUNT,delete_account
BILQC,"i have no shipping address, how can i set one up?",SHIPPING,set_up_shipping_address
BILCZ,"I have no account, what can I  do to register?",ACCOUNT,create_account
BPLQD,"please, ask an agent where to open an online account",ACCOUNT,create_account
BLC,"i forgot my account password, help me retrieve it",ACCOUNT,recover_password
BLCZ,"I chaged my mind, delete my profile",ACCOUNT,delete_account
BILC,"you're not helping, what should I do to contact someone?",CONTACT,contact_human_agent
BIPLQD,could u ask an agent if i could report an issue making a payment?,PAYMENT,payment_issue
BILQC,"i need a profile, can u help me?",ACCOUNT,create_account
BICZ,"I can't remembermy password, how can I recover it?",ACCOUNT,recover_password
BILCZ,"an error message pops when I try to pay with card,  whta should I do?",PAYMENT,payment_issue
BILC,"I have an issue making a payment with card, what do I have to do to inform of it?",PAYMENT,payment_issue
BLQC,"I changed my mind, help me cancel my profile",ACCOUNT,delete_account
BILC,"I don't have an online account, can I open one?",ACCOUNT,create_account
BMSL,I want information about downloading some bills,INVOICES,get_invoice
BILCZ,"I haven't got a pfofile, can you create one?",ACCOUNT,create_account
BILQ,can u show me information about the status of my refund?,REFUNDS,track_refund
BLQC,"I have an issue paying for my online order, I need help reporting it",PAYMENT,payment_issue
BIMSLQZ,wha can u tell me about getting some bills?,INVOICES,get_invoice
BLC,"I don't have an online account, register",ACCOUNT,create_account
BILEQC,"my user account has been hacked, can i get it back?",ACCOUNT,recover_password
BILC,"I have a problem when trying to make a payment, what can I do?",PAYMENT,payment_issue
BILC,"I have a problem when trying to make a payment with card, can you report it?",PAYMENT,payment_issue
BIML,where do I view my bill?,INVOICES,check_invoices
BIMSC,"I didn't receive my invoice, what do I have to do to check it?",INVOICES,check_invoices
BQZ,i wanna know if theres a newsletter ot keep me up-to-date,NEWSLETTER,newsletter_subscription
BLQC,the event was cancelled and i want to obtain a refund,REFUNDS,get_refund
BILQC,"I have an issue making a payment, can I inform of it?",PAYMENT,payment_issue
BIPMLQW,where could i inform of fucking payment issues?,PAYMENT,payment_issue
BILC,"I want to see your payment methods, what can I do?",PAYMENT,check_payment_methods
BILC,"the show was postponed, how can I obtain a refund?",REFUNDS,get_refund
BILQ,how can i talk to a human?,CONTACT,contact_human_agent
BILC,"I changed my mind, can you remove my online account?",ACCOUNT,delete_account
BIL,can you show me the mail of Client Service?,CONTACT,contact_customer_service
BILCZ,"I have a question, what should I do to speak with Client Service ?",CONTACT,contact_customer_service
BILQC,"I want to obtain a refund, what should I do?",REFUNDS,get_refund
BILQC,"the show was cancelled, can i request a reimbursement?",REFUNDS,get_refund
BILC,"i got an error when i tried to make a payment, but my card was charged anyway, how can i inform of it?",PAYMENT,payment_issue
BIC,"I have an issue when trying to pay with card, what should I do to report it?",PAYMENT,payment_issue
BLQ,i want to know if i can make a payment with Visa,PAYMENT,check_payment_methods
BILC,"I have a problem when trying to pay, how can I inform of it?",PAYMENT,payment_issue
BIML,how do I get some bills?,INVOICES,get_invoice
BILQC,"I want information, what can I do to contact Client Service?",CONTACT,contact_customer_service
BLCZ,"the concert wascanvelled, help me obtain a refund",REFUNDS,get_refund
BIPLDWZ,"please , could you ask an agent how to report a fucking problem making a payment?",PAYMENT,payment_issue
BIL,what's the status of my purchase?,ORDER,track_order
BILC,"I got an error message when I attempted to pay, but my card was charged anyway, how can I report it?",PAYMENT,payment_issue
BLC,"the game was postponed, request a refund",REFUNDS,get_refund
BLQC,"I got an error message when I tried to make a payment, but I was charged anyway, help me notify it",PAYMENT,payment_issue
BLQC,"i want to use my other user account, help me change them",ACCOUNT,switch_account
BSLQCZ,"i cant remember my passwlrd, i need help resetting  it",ACCOUNT,recover_password
BMLQDZ,ask an agent if i can solve problems making a paymeent,PAYMENT,payment_issue
BILCZ,"I need a refund, what should I do to obtani one?",REFUNDS,get_refund
BPLQDWZ,"please, ask an agent how to download a ufcking bill",INVOICES,get_invoice
BPMLEQ,"i would like to see some invoices, can you give me some information?, please",INVOICES,get_invoice
BILCZ,"I got an error when I attempted to pay, but my card was chareged anyway, how do I report it?",PAYMENT,payment_issue
BILC,"I changed my mind, how do I cancel my profile?",ACCOUNT,delete_account
BIL,can I create two user accounts with a single email address?,ACCOUNT,create_account
BILQCZ,"I want to make an opinion, what do I hve to do?",FEEDBACK,review
BILQ,where do I notify a payment problem?,PAYMENT,payment_issue
BLQ,I want to see the free number to contact Customer Support,CONTACT,contact_customer_service
BIPLW,"please, could you tell me if i could register several fucking accounts with a single email?",ACCOUNT,create_account
BIL,can you show me information about the options for ticket delivery?,DELIVERY,delivery_options
BILQD,can u ask an agent what the mail of client service is?,CONTACT,contact_customer_service
BL,help me track my shipment,ORDER,track_order
BILQCZ,"I ordered something, can i change  my purchase ?",ORDER,change_order
BILCZ,"I changed my mind, what can I do to remove myprofile?",ACCOUNT,delete_account
BSLQ,I need help viewing the status of my refund,REFUNDS,track_refund
B,i want to know how I can subscribe to the newsletter,NEWSLETTER,newsletter_subscription
BPLQCZ,"i got a error when i tried to make a payment, but my card was charged anyway, i need help informing of it, please",PAYMENT,payment_issue
BILQCZ,"i made a miustake, how can i modify my purchasse?",ORDER,change_order
BILQC,"ive got no profile, what should i do?",ACCOUNT,create_account
BILQ,how can I check your money back guarantee?,REFUNDS,check_refund_policy
BSLQC,"I can't find my bills, view them",INVOICES,check_invoices
BPLW,"I want to know if I could register two fucking online accounts with a single email address, please",ACCOUNT,create_account
BMSLC,"I can't find my bill, I need help checking it",INVOICES,check_invoices
BL,tell me if I can register several online accounts with the same email address,ACCOUNT,create_account
BILC,"you aren't helping, what should I do to contact a person?",CONTACT,contact_human_agent
BLQ,I want to know if I can download a bill,INVOICES,get_invoice
BSLC,"I purchased something, i need help changing my order",ORDER,change_order
BIMLQD,can u ask an agent to notify issues with my payment?,PAYMENT,payment_issue
BIMLZ,can you give me information about the cancellation penalties ?,CANCELLATION_FEE,check_cancellation_fee
BIL,how do I see your refund policy?,REFUNDS,check_refund_policy
BSLQ,I want to request information about downloading a bill,INVOICES,get_invoice
BIPLD,"could you ask an agent how to see the status of my refund, please?",REFUNDS,track_refund
BILC,"I forgot my account password, how can I recover it?",ACCOUNT,recover_password
BPL,"tell me if I can register several online accounts with a single email address, please",ACCOUNT,create_account
BML,"I want to download some bills, can you give me some information?",INVOICES,get_invoice
BLQC,I ordered an item and I want to change my order,ORDER,change_order
BILQC,"the show was postponed, can I request a refund?",REFUNDS,get_refund
BILQC,"someone stole my account password, what do i have to do to reset it?",ACCOUNT,recover_password
BML,help me solve payment problems,PAYMENT,payment_issue
BLQC,"i have a question, help me contact client service",CONTACT,contact_customer_service
BIL,can I lodge a consumer complaint for a service?,FEEDBACK,complaint
BPLEWC,"I would like a fucking user account and I would like to create one, please",ACCOUNT,create_account
BILQC,"i want to view the status of my refund, can u help me?",REFUNDS,track_refund
BILC,"I don't have a user account, how do I create one?",ACCOUNT,create_account
BIPLQDW,"could u ask an agent where to view my fucking bills, please?",INVOICES,check_invoices
BIC,"i need an account, can i create one?",ACCOUNT,create_account
BL,I got no payment validation,PAYMENT,payment_issue
BILQC,"my profile's been hacked, what can i do to recover it?",ACCOUNT,recover_password
BILQ,how do i contact a human?,CONTACT,contact_human_agent
BIPMLD,"please, can you ask an agent where I could notify problems making a payment?",PAYMENT,payment_issue
BSLC,"I want an online account, I need help creating one",ACCOUNT,create_account
BIPLC,"the event was cancelled, could I get a reimbursement?",REFUNDS,get_refund
BQDZ,ask an agent hos i can edit my profile,ACCOUNT,edit_account
BILC,"I can't understand you, what do I have to do to contact a human?",CONTACT,contact_human_agent
BIPLQDZ,"please , can u ask an agent if i could open an account?",ACCOUNT,create_account
BILQC,"I purchased a product, how can I modify my purchase?",ORDER,change_order
BL,I get an error when I attempt to make a payment with card,PAYMENT,payment_issue
BIMSC,"I didn't receive my invoice, can I check it?",INVOICES,check_invoices
BLD,ask an agent how to see the status of my refund,REFUNDS,track_refund
BLZ,how to change to amother online account,ACCOUNT,switch_account
BIMLQD,can u ask an agent how to inform of issues paying?,PAYMENT,payment_issue
BLC,"I don't want my profile, help me remove it",ACCOUNT,delete_account
BILQ,can you tell me what the email to contact Customer Support is?,CONTACT,contact_customer_service
BMLQ,"i want to obtain some bills, can you give me some information?",INVOICES,get_invoice
BPLD,"ask an agent how I can request a bill, please",INVOICES,get_invoice
BLZ,where tocheck my bills,INVOICES,check_invoices
BIC,"I want an account, what can I do?",ACCOUNT,create_account
BIPLQD,"please, can u ask an agent how i can check my bills?",INVOICES,check_invoices
BILCZ,"I don't have an onlinje account, how can I register?",ACCOUNT,create_account
BILC,"i need a reimbursement, what can i do?",REFUNDS,get_refund
BILC,"I don't like the service, what can I do to make a consumer complaint?",FEEDBACK,complaint
BILQC,"I purchased an item, what do i have to do to modify my purchase?",ORDER,change_order
BILQC,"the show was cancelled, what do I have to do to obtain a reimbursement?",REFUNDS,get_refund
BSLEC,"I do not understand you, I need help talking to a person",CONTACT,contact_human_agent
BL,I want to view the options for ticket delivery,DELIVERY,delivery_options
BIQ,can you tell me the email address of Customer Service?,CONTACT,contact_customer_service
BSLC,"I'm not happy with the service, I need help making a complaint",FEEDBACK,complaint
BL,help me talk to client service,CONTACT,contact_customer_service
BILQC,"i ordered a product, what do i have to do to modify my purchase?",ORDER,change_order
BLQC,I purchased a product and I wanna change my purchase,ORDER,change_order
BPLC,"i have an issue when trying to pay for my order, notify it, please",PAYMENT,payment_issue
BSLC,"I have no shipping address, I need help setting it up",SHIPPING,set_up_shipping_address
BILCZ,"I have a question, how can I call Customef Service?",CONTACT,contact_customer_service
BILQ,can u give me information about the mail address to contact Client Service?,CONTACT,contact_customer_service
BLQC,im not happy with the service and i wanna file a consumer complaint,FEEDBACK,complaint
BILQD,can u ask an agent what the number to contact customer service is?,CONTACT,contact_customer_service
BL,how to check my order,ORDER,track_order
BIPMLQD,can you ask an agent if i could request some bills?,INVOICES,get_invoice
BSLQ,I need help tracking my shipment,ORDER,track_order
BIPQDW,"please, can u ask an agent if i can solve a fucking issue with my payment?",PAYMENT,payment_issue
BPSLEC,"I would like information, I need help calling Customer Service, please",CONTACT,contact_customer_service
BILC,"I want to view your money back guarantee, can you help me?",REFUNDS,check_refund_policy
BLQC,i have a problem paying for my order and i wanna notify it,PAYMENT,payment_issue
BILQCZ,"I need information, ohw can I talk to Customer Suppoort?",CONTACT,contact_customer_service
BILQWCZ,"i cat understand you, what should i do to speak with a fucking person?",CONTACT,contact_human_agent
BILC,"I have a question, what do I have to do to send an email to Customer Support?",CONTACT,contact_customer_service
BILC,"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
BILQC,"I want to notify a problem paying, what do I have to do?",PAYMENT,payment_issue
BILQ,"I want to get a bill, can you tell me how to do it?",INVOICES,get_invoice
BIC,"I don't have an account, what can I do?",ACCOUNT,create_account
BL,where to lodge a consumer complaint for a service,FEEDBACK,complaint
BILQDZ,can u ask an agent how  can obtain a reimbursement?,REFUNDS,get_refund
BLQC,"I have a problem paying with card, help me inform of it",PAYMENT,payment_issue
BML,tell me if I can have several accounts,ACCOUNT,create_account
BILC,"i purchased something, how do I modify my order?",ORDER,change_order
BSLQ,I need help calling Customer Support,CONTACT,contact_customer_service
BPMLQDZ,"ask an agent where i can se my bill, please",INVOICES,check_invoices
BIMLZ,can you  tell me if I can register more than one online accoun with the same email?,ACCOUNT,create_account
BIPMLD,could you ask an agent how I could solve problems with my payment?,PAYMENT,payment_issue
BLC,"I got an error message when I tried to make a payment, but my card was charged anyway and I want to report it",PAYMENT,payment_issue
BIL,how do I notify a problem with my payment?,PAYMENT,payment_issue
BIPMLQDZ,"could u ask an agent if i could notify payment problewms, please?",PAYMENT,payment_issue
BILQD,can u ask an agent where to create a profile?,ACCOUNT,create_account
BL,I found issues signing up,ACCOUNT,registration_problems
BL,tell me where to track my delivery,ORDER,track_order
BILCZ,"I can't remember my account password, what do I have to do to reset it ?",ACCOUNT,recover_password
BILQDZ,can u ask an asgent to remove my account?,ACCOUNT,delete_account
BMSZ,I want information aboutgetting some invoices,INVOICES,get_invoice
BILQC,"i lost my password, what can i do to reset it?",ACCOUNT,recover_password
BILQZ,how can I see the cancellation  penalty ?,CANCELLATION_FEE,check_cancellation_fee
BLC,"I don't want my profile, close it",ACCOUNT,delete_account
BLC,"I can't remember my account password, retrieve it",ACCOUNT,recover_password
BSLQ,I need help informing of a payment issue,PAYMENT,payment_issue
BILQCZ,"i wanna see the delivery options, whatco i have to do?",DELIVERY,delivery_options
BPMLQD,"ask an agent how to notify issues with my payment, please",PAYMENT,payment_issue
BIMSLC,"I didn't receive my invoice, how do I view it?",INVOICES,check_invoices
BILQC,"i wanna close my user account, where can i do it?",ACCOUNT,delete_account
BIPLDW,"could you ask an agent how I can notify a fucking issue making a payment, please?",PAYMENT,payment_issue
BLQC,"I need information, help me send an email to Client Service",CONTACT,contact_customer_service
BL,an error pops when I attempt to make a payment for my online order,PAYMENT,payment_issue
BLQ,i wanna know if i can make a payment with Visa,PAYMENT,check_payment_methods
BPLC,"I have an issue paying for my order, I need help notifying it, please",PAYMENT,payment_issue
BIC,"I don't understand you, how do I contact a human agent?",CONTACT,contact_human_agent
BILC,"an error message pops when i try to make a payment for my order, what can i do?",PAYMENT,payment_issue
BILC,"I've got no user account, what can I do to create one?",ACCOUNT,create_account
BILD,can you ask an agent how I can check my delivery?,ORDER,track_order
BIC,"I want to check the cancellation fee, what should I do?",CANCELLATION_FEE,check_cancellation_fee
BIPMLQDW,"please, could u ask an agent where to notify fucking problems making a payment?",PAYMENT,payment_issue
BLC,"I don't understand you, help me speak with a human",CONTACT,contact_human_agent
BILCZ,"I haven't got a user account, can you opne one?",ACCOUNT,create_account
BLC,"I want information, help me send an email to Customer Support",CONTACT,contact_customer_service
BMLQD,ask an agent where i can view the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
BILZ,is my shipment on its  way?,ORDER,track_order
BILC,"you're not helping, how do I speak with a person?",CONTACT,contact_human_agent
BSLQC,"youre not helping, i need help speaking with someone",CONTACT,contact_human_agent
BIML,can you tell me how to obtain some bills?,INVOICES,get_invoice
BIML,can you get some bills?,INVOICES,get_invoice
BILQC,"I want to view the cancellation penalty, what should I do?",CANCELLATION_FEE,check_cancellation_fee
BMLDW,ask an agent to notify fucking issues with my payment,PAYMENT,payment_issue
BLC,you're not helping and I want to speak with a person,CONTACT,contact_human_agent
BIQC,"i want a refund, can u help me?",REFUNDS,get_refund
BIPLD,"please, could you ask an agent how I could modify my order?",ORDER,change_order
BILQC,"I want to see the status of my refund, what do I have to do?",REFUNDS,track_refund
BI,can you show me information about the status of my order?,ORDER,track_order
BIC,"I'm not happy with the service, can I file a complaint?",FEEDBACK,complaint
BSLC,"I can't remember my account password, I need help recovering it",ACCOUNT,recover_password
BL,i have an issue paying for my online order,PAYMENT,payment_issue
BILC,"I want information, can you talk to Customer Service?",CONTACT,contact_customer_service
BLQC,"i got an error message when i attempted to pay, but i was charged anyway, report it",PAYMENT,payment_issue
BLD,ask an agent if i can download a bill,INVOICES,get_invoice
BL,how to modify my profile,ACCOUNT,edit_account
BSLQZ,o need help seeing your payment methods,PAYMENT,check_payment_methods
BIPLQ,"I'd like to obtain a bill, can you tell me where to do it, please?",INVOICES,get_invoice
BILQCZ,"the concerft was cancelled, what do I have to do to request a refund?",REFUNDS,get_refund
BILC,"the game was cancelled, can I get a reimbursement?",REFUNDS,get_refund
BLCZ,I've got no online acount and I want to create one,ACCOUNT,create_account
BIPMLDW,"could you ask an agent how I can report fucking problems paying, please?",PAYMENT,payment_issue
BLZ,I' trying to open an account but I can't,ACCOUNT,registration_problems
BILQD,can u ask an agent if i can track my delivery?,ORDER,track_order
BILQ,where do I notify a problem making a payment?,PAYMENT,payment_issue
BLQ,I want to view the ticket delivery options,DELIVERY,delivery_options
BLQC,"i got an error when i attempted to make a payment, but i was charged anyway and i wanna inform of it",PAYMENT,payment_issue
BILQCZ,"my online account's bwen hacked, what can I do to get it back?",ACCOUNT,recover_password
BIPMLQDW,"please, can you ask an agent how to know where my fucking shipments are?",ORDER,track_order
BIMSLC,"I lost my bill, what do I have to do to view it?",INVOICES,check_invoices
BIQC,"I have an issue paying for my order, what do I have to do?",PAYMENT,payment_issue
BIPLQD,"can u ask an agent how to report an issue making a payment, please?",PAYMENT,payment_issue
BPMLD,"ask an agent if I can solve problems with my payment, please",PAYMENT,payment_issue
BILQ,how can I inform of a problem making a payment?,PAYMENT,payment_issue
BQ,I want information about the status of my order,ORDER,track_order
BSLQC,"I purchased a product, I need help changing my purchase",ORDER,change_order
BSLZ,I want to know something about downloading an bill,INVOICES,get_invoice
BSQ,I need help contacting a human agent,CONTACT,contact_human_agent
BLQC,I changed my mind and I want to remove my account,ACCOUNT,delete_account
BIPLW,how could I create a fucking user account?,ACCOUNT,create_account
BLC,"i forgot my account password, reset it",ACCOUNT,recover_password
BLZ,I want to knmow if I can register several online accounts with a single email address,ACCOUNT,create_account
BL,how to notify an issue paying,PAYMENT,payment_issue
BILC,"I need information, can I talk to Client Service?",CONTACT,contact_customer_service
BL,I don't want my online account,ACCOUNT,delete_account
BL,tell me if I can register two user accounts with a single email address,ACCOUNT,create_account
BILQCZ,"I have a question, whta do I have to do to speak with Client Service?",CONTACT,contact_customer_service
BIQ,can you tell me how soon I can expect my ticket?,DELIVERY,delivery_period
BL,I want to know what the mail address of Customer Support is,CONTACT,contact_customer_service
BPLQC,someone stole my password and id like to retrieve it,ACCOUNT,recover_password
BISL,what can you tell me about requesting an invoice?,INVOICES,get_invoice
BLCZ,"I dn't like the service, make a consumer complaint",FEEDBACK,complaint
BMLQZ,"i wanna obtain some invoices, ell me how to do it",INVOICES,get_invoice
BILQ,where do I write a comment?,FEEDBACK,review
BILC,"I don't want my profile, what do I have to do to close it?",ACCOUNT,delete_account
BILQC,"i cant understand you, how do i talk to a human agent?",CONTACT,contact_human_agent
BPLDZ,"ask an agent to close my online account , please",ACCOUNT,delete_account
BPL,"please, tell me where to check my shipment",ORDER,track_order
BIPLQD,"please, could u ask an agent where to lodge a consumer complaint for a service?",FEEDBACK,complaint
BLQC,"im happy with the service, help me lodge a review",FEEDBACK,review
BLQ,I want to know where I can change my purchase,ORDER,change_order
BIMSL,what can you tell me about downloading some invoices?,INVOICES,get_invoice
BILQCZ,"i cant understand you, what can i do to talk to a person ?",CONTACT,contact_human_agent
BIPM,"can you tell me when my tickets will arrive, please?",DELIVERY,delivery_period
BILQZ,wheree do I inform of a payment issue?,PAYMENT,payment_issue
BILC,"I need information, can you contact Customer Support?",CONTACT,contact_customer_service
BML,tell me if I can register more than one online account with the same email,ACCOUNT,create_account
BIPLQC,"i want to obtain a reimbursement, could u help me?",REFUNDS,get_refund
BIML,where do I report problems paying?,PAYMENT,payment_issue
BILQC,"I forgot my account password, what can I do to retrieve it?",ACCOUNT,recover_password
BLC,"I'm discontent with the service, submit a consumer complaint",FEEDBACK,complaint
BSLQ,I want information about changing my purchase,ORDER,change_order
BILC,"I got an error message when I attempted to make a payment, but I was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
BLQD,ask an agent where i can make an order,ORDER,place_order
BIPLQD,"please, can u ask an agent to show me my invoices?",INVOICES,check_invoices
BLQC,"i forgot my account password, help me recover it",ACCOUNT,recover_password
BMLQCZ,"I  want to track my deliveries, tell me where I acn do it",ORDER,track_order
BILQCZ,"i have a problem paying with card , what can i do to notify it?",PAYMENT,payment_issue
BQ,I want to know if I get a full refund in case I cancel my ticket,REFUNDS,check_refund_policy
BIPSLD,"do you mind asking an agent how I could check my order, please?",ORDER,track_order
BLC,"I have an issue when trying to pay for my order, I need help notifying it",PAYMENT,payment_issue
BLZ,I get a error message when I attempt to make a payment for my online order,PAYMENT,payment_issue
BILC,"i want information, what do i have to do to talk to customer service?",CONTACT,contact_customer_service
BIPLDW,can you ask an agent where I could inform of a fucking payment issue?,PAYMENT,payment_issue
BL,how to inform of an issue paying,PAYMENT,payment_issue
BILQC,"I have a question, what can I do to send an email to Customer Support?",CONTACT,contact_customer_service
BIPLQCZ,"i wanna see the status of my reimbursement, what can  i do, please?",REFUNDS,track_refund
BIMSLQC,"i didn't receive my invoice, can u view it?",INVOICES,check_invoices
BLC,I don't understand you and I want to contact a human,CONTACT,contact_human_agent
BILC,"I want to check your payment options, can you help me?",PAYMENT,check_payment_methods
BIPSQCZ,"i didn't receive my invocies, could u check them?",INVOICES,check_invoices
BILC,"I changed my mind, how do I cancel my user account?",ACCOUNT,delete_account
BZ,where to change  my shipping address,SHIPPING,change_shipping_address
BIC,"I want to file a review, what do I have to do?",FEEDBACK,review
BILQD,can u ask an agent if i can write a review?,FEEDBACK,review
BILQC,"i got an error when i tried to pay, but i was charged anyway, what should i do to inform of it?",PAYMENT,payment_issue
BIPLQDZ,could u ask an agent how i can viewthe cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIPMLZ,could i register more than one account with asingle email?,ACCOUNT,create_account
BLQ,i wanna inform of a problem paying,PAYMENT,payment_issue
BLC,"I have an issue paying with card, help me inform of it",PAYMENT,payment_issue
BIL,can I call Client Service?,CONTACT,contact_customer_service
BIQ,where can i place an order?,ORDER,place_order
BILQC,"i want to view your money back policy, can u help me?",REFUNDS,check_refund_policy
BILQC,"i cant understand you, can u speak with someone?",CONTACT,contact_human_agent
BILQ,where do I write a review for a service?,FEEDBACK,review
BLQC,"I want information, speak with Customer Support",CONTACT,contact_customer_service
BILC,"you aren't helping, what do I have to do to contact a human?",CONTACT,contact_human_agent
BLQC,"i got an error message when i tried to make a payment, but i was charged anyway and i wanna notify it",PAYMENT,payment_issue
BL,tell me where I can track my delivery,ORDER,track_order
BIMLQ,can u check my bill?,INVOICES,check_invoices
BIPLD,"please, can you ask an agent how to make an order?",ORDER,place_order
BIL,can I see my invoices?,INVOICES,check_invoices
BPLQDZ,"ask an agent wnere I could receive the newsletter, please",NEWSLETTER,newsletter_subscription
BSLC,"I don't like the service, I need help submitting a complaint",FEEDBACK,complaint
BIMLQC,"I want to see cancellation penalties, what can I do?",CANCELLATION_FEE,check_cancellation_fee
BL,how to inform of a problem making a payment,PAYMENT,payment_issue
BIPLW,"please, could you tell me if i could register several fucking online accounts with the same email address?",ACCOUNT,create_account
BIL,can you show me the mail to contact Client Service?,CONTACT,contact_customer_service
BISLC,"i lost my invoices, how can i view them?",INVOICES,check_invoices
BIPLDW,"could you ask an agent if I can delete my fucking online account, please?",ACCOUNT,delete_account
BILQD,can u ask an agent where i can register?,ACCOUNT,create_account
BSLQC,"I can't find my bills, I need help checking them",INVOICES,check_invoices
BICZ,"the event was cancelled , what can I do to get a refund?",REFUNDS,get_refund
BLQ,I want to talk to someone,CONTACT,contact_human_agent
BIPLQ,"please, can you tell me if i could create several profiles with a single email?",ACCOUNT,create_account
BIL,where do i file a consumer complaint for a service?,FEEDBACK,complaint
BLCZ,"I want to check my delivery , tell me where to do it",ORDER,track_order
BILC,"I want a reimbursement, how can I get one?",REFUNDS,get_refund
BLQ,i wanna change the information on my profile,ACCOUNT,edit_account
BSLQC,"I changed my mind, I need help canceling my user account",ACCOUNT,delete_account
BI,what are your payment methods?,PAYMENT,check_payment_methods
BIC,"I have an issue when trying to pay with card, what should I do?",PAYMENT,payment_issue
BMSLQCZ,"I didn't receiove my bill, help me view it",INVOICES,check_invoices
BIL,can you tell me if I can modify my purchase?,ORDER,change_order
BILZ,can you tell me if I can create several online accounts with an single email?,ACCOUNT,create_account
BIPLQD,"please, can u ask an agent where i can see the options for ticket delivery?",DELIVERY,delivery_options
BIL,where can I see the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
